Title,Opening Date,Theatre ID,Theatre Name (from Show Info),Production Type,Intermissions,Show Type,Show ID,Year,Closing Date,N Performances,Other Titles,Previews Date,Running Time,Official Website,Show Type Simple,Show Never Opened,Run Time,Revival,Pre-Broadway,Limited Run,Repertory
My Lady Dainty,1901-01-08,7363,Hoyt's Theatre,Original Production,,Play,318213,1901,,39,,,,,Play,False,,False,,,
Unleavened Bread,1901-01-26,7528,Savoy Theatre,Original Production,,Play,318214,1901,,35,,,,,Play,False,,False,,,
Richard Savage,1901-02-04,7419,Lyceum Theatre,Original Production,,Play,318215,1901,,26,,,,,Play,False,,False,,,
When We Were Twenty-one,1901-01-21,5300,Knickerbocker Theatre,Revival,,Play,318216,1901,,42,,,,,Play,False,,True,,,
Quality Street,1901-11-11,5300,Knickerbocker Theatre,Original Production,,Play,318728,1901,,64,,,,,Play,False,,False,,,
Under Southern Skies,1901-11-12,7446,Theatre Republic,Original Production,,Play,318729,1901,,71,,,,,Play,False,,False,,,
The Unwelcome Mrs. Hatch,1901-11-25,7468,Manhattan Theatre,Original Production,,Play,318730,1901,,63,,,,,Play,False,,False,,,
Alice of Old Vincennes,1901-12-02,5794,Garden Theatre,Original Production,,Play,318731,1901,,64,,,,,Play,False,,False,,,
Beaucaire,1901-12-02,7292,Herald Square Theatre,Original Production,,Play,318732,1901,,64,,,,,Play,False,,False,,,
D'Arcy of the Guards,1901-12-16,7528,Savoy Theatre,Original Production,,Play,318733,1901,,48,,,,,Play,False,,False,,,
Sweet and Twenty,1901-12-30,7363,Hoyt's Theatre,Original Production,,Play,318734,1901,,16,,,,,Play,False,,False,,,
Garrett O'Magh,1901-01-07,7090,Haverly's 14th Street Theatre,Original Production,,Play,318815,1901,1901-03-16,81,,,,,Play,False,,False,,,
My Lady,1901-02-11,7480,Victoria Theatre,Original Production,,Musical,318819,1901,1901-05-04,93,,,,,Musical,False,,False,,,
The Prima Donna,1901-04-17,7292,Herald Square Theatre,Original Production,,Musical,318822,1901,1901-05-18,36,,,,,Musical,False,,False,,,
King Washington,1901-04-26,7566,Chickering Hall,Original Production,,Play,318823,1901,1901-04-26,1,,,,,Play,False,,False,,,
Tom Moore,1901-08-31,7292,Herald Square Theatre,Original Production,,Play,318826,1901,1901-10-05,40,,,,,Play,False,,False,,,
The King's Carnival,1901-09-09,,,Original Production,,Musical,318828,1901,1901-10-12,38,,,,,Musical,False,,False,,,
Sons of Ham,1901-04-29,5720,Grand Opera House,Revival,,Musical,319209,1901,1901-05-04,8,,,,,Musical,False,,True,,,
Fra Diavolo,,7661,Koster and Bial's Music Hall,Revival,,Musical,319298,1901,1901-05-04,12,The Devil's Brother (alternate title),,,,Musical,True,,True,,,
The Widow Jones,1901-12-23,5783,Bijou Theatre,,,Play,319307,1901,1902-01-25,40,,,,,Play,False,,,,,
Anrana Review,1901-08-19,5339,Academy of Music,,1.0,Musical,3225,1901,,105,,,,,Musical,False,,,,,
The Casino Girl,1901-04-08,5300,Knickerbocker Theatre,Revival,1.0,Musical,3889,1901,,32,,,,,Musical,False,,True,,,
The Girl from Up There,1901-01-07,7292,Herald Square Theatre,Original Production,1.0,Musical,4791,1901,,96,,,,,Musical,False,,False,,,
The Governor's Son,1901-02-25,5072,Savoy Theatre,Original Production,1.0,Musical,4875,1901,,32,,,,,Musical,False,,False,,,
Hoity-Toity,1901-09-05,7487,Weber and Fields' Music Hall,,1.0,Revue,5115,1901,,225,,,,,Revue,False,,,,,
The King's Carnival,1901-05-13,5331,New York Theatre,Original Production,1.0,Musical,5450,1901,,64,,,,,Musical,False,,False,,,
The Ladies' Paradise,1901-09-16,5829,Metropolitan Opera House,Original Production,1.0,Musical,5501,1901,,14,,,,,Musical,False,,False,,,
The Liberty Belles,1901-09-30,5320,Madison Square Theatre,Original Production,1.0,Musical,5576,1901,,112,,,,,Musical,False,,False,,,
The Little Duchess,1901-10-14,7167,Casino Theatre,Original Production,1.0,Musical,5620,1901,,144,,,,,Musical,False,,False,,False,False
The Messenger Boy,1901-09-16,5346,Daly's Theatre,Original Production,1.0,Musical,6001,1901,,128,,,,,Musical,False,,False,,,
The New Yorkers,1901-10-07,7292,Herald Square Theatre,Original Production,1.0,Musical,6230,1901,,64,,,,,Musical,False,,False,,,
The Night of the Fourth,1901-01-21,5802,Victoria Theatre,Original Production,1.0,Musical,6251,1901,,14,,,,,Musical,False,,False,,,
The Rogers Brothers in Washington,1901-09-02,5300,Knickerbocker Theatre,Original Production,1.0,Musical,6938,1901,,49,,,,,Musical,False,,False,,,
San Toy,1901-03-04,5346,Daly's Theatre,Original Production,1.0,Musical,7010,1901,,103,"San Toy, or, the Emperor's Own (full title)",,,,Musical,False,,False,,,
The Sleeping Beauty and the Beast,1901-11-04,5017,Broadway Theatre,Original Production,1.0,Revue,7203,1901,,241,,,,,Revue,False,,False,,False,False
The Strollers,1901-06-24,5300,Knickerbocker Theatre,Original Production,1.0,Musical,7347,1901,,70,,,,,Musical,False,,False,,,
The Supper Club,1901-12-23,5090,Winter Garden Theatre,Original Production,1.0,Musical,7393,1901,,40,,,,,Musical,False,,False,,,
Sweet Marie,1901-10-10,5800,Hammerstein's Victoria Theatre,Original Production,1.0,Musical,7434,1901,,28,,,,,Musical,False,,False,,,
Vienna Life,1901-01-23,5017,Broadway Theatre,Original Production,1.0,Operetta,7729,1901,1901-02-23,35,,,,,Musical,False,,False,,False,False
A Romance of Athlone,1901-03-18,5705,14th Street Theatre,Revival,1.0,Play,9066,1901,,16,,,,,Play,False,,True,,False,False
Alphonse and Gaston,,,,Original Production,1.0,Musical,1166,1902,,,,,,,Musical,True,,False,,,
A Trip to Buffalo,1902-03-24,7557,Star Theatre,Original Production,1.0,Musical,1185,1902,,9,,,,,Musical,,,False,,,
Sherlock Holmes,1902-11-03,5300,Knickerbocker Theatre,Revival,,Play,312359,1902,,28,,,,,Play,False,,True,,,
The Darling of the Gods,1902-12-03,7447,The Old Belasco Theatre,Original Production,,,312484,1902,,182,,,,,,False,,False,,,
The Penitent,1902-01-06,7557,Star Theatre,Original Production,,Play,312668,1902,,,,,,,Play,False,,False,,,
Beyond Human Power,1902-01-13,7446,Theatre Republic,Original Production,,Play,312669,1902,,,,,,,Play,False,,False,,,
Mariana,1902-01-13,7446,Theatre Republic,Original Production,,Play,312670,1902,,,,,,,Play,False,,False,,,
The Happy Hypocrite,1902-01-13,7446,Theatre Republic,Original Production,,Play,312671,1902,,,,,,,Play,False,,False,,,
An American Gentleman,1902-01-20,7557,Star Theatre,Original Production,,Play,312672,1902,,,,,,,Play,False,,False,,,
Pennsylvania,1902-01-25,7557,Star Theatre,Original Production,,Play,312673,1902,,,,,,,Play,False,,False,,,
The Man Who Dared,1902-02-10,7557,Star Theatre,Original Production,,Play,312674,1902,,,,,,,Play,False,,False,,,
The Pledge of Honor,1902-04-21,7557,Star Theatre,Original Production,,Play,312675,1902,,,,,,,Play,False,,False,,,
At The Old Cross Roads,1902-05-12,5720,Grand Opera House,Original Production,,Play,312676,1902,,,,,,,Play,False,,False,,,
Jeanne du Barri,1902-06-03,7125,American Theatre,Original Production,,Play,312677,1902,,,,,,,Play,False,,False,,,
Man to Man,1902-08-25,7557,Star Theatre,Original Production,,Play,312678,1902,,,,,,,Play,False,,False,,,
Only a Shop-Girl,1902-09-01,7557,Star Theatre,Original Production,,Play,312679,1902,,,,,,,Play,False,,False,,,
Mrs. Jack,1902-09-02,7566,Chickering Hall,Original Production,,Play,312680,1902,,72,,,,,Play,False,,False,,,
The King of Detectives,1902-09-08,7557,Star Theatre,Original Production,,Play,312681,1902,,,,,,,Play,False,,False,,,
For Her Children's Sake,1902-09-15,5720,Grand Opera House,Original Production,,Play,312682,1902,,,,,,,Play,False,,False,,,
In the Midst of Life,1902-10-16,7396,Murray Hill Theatre,Original Production,,Play,312683,1902,,,,,,,Play,False,,False,,,
The Little Mother,1902-10-16,7125,American Theatre,Original Production,,Play,312684,1902,,,,,,,Play,False,,False,,,
Private John Allen,1902-10-20,7125,American Theatre,Original Production,,Play,312685,1902,,,,,,,Play,False,,False,,,
The Judgement of King Solomon,1902-10-27,7125,American Theatre,Original Production,,Play,312686,1902,,,,,,,Play,False,,False,,,
Old Sleuth,1902-10-27,7557,Star Theatre,Original Production,,Play,312687,1902,,,,,,,Play,False,,False,,,
A Kentucky Feud,1902-11-24,7557,Star Theatre,Original Production,,Play,312688,1902,,,,,,,Play,False,,False,,,
The Cardinal,1902-12-02,5794,Garden Theatre,Original Production,,Play,312689,1902,,,,,,,Play,False,,False,,,
The Slaves of Russia,1902-12-08,7125,American Theatre,Original Production,,Play,312690,1902,,,,,,,Play,False,,False,,,
The Peddler,1902-12-15,7090,Haverly's 14th Street Theatre,Original Production,,Play,312691,1902,,,,,,,Play,False,,False,,,
A Remarkable Case,1902-12-15,7125,American Theatre,Original Production,,,312692,1902,,,,,,,,False,,False,,,
A Desperate Chance,1902-12-22,5720,Grand Opera House,Original Production,,Play,312693,1902,,,,,,,Play,False,,False,,,
The Notorious Mrs. Ebbsmith,1902-01-13,7446,Theatre Republic,Revival,,Play,313661,1902,,,,,,,Play,False,,True,,,
Magda,1902-01-13,7446,Theatre Republic,Revival,,Play,313662,1902,,,,,,,Play,False,,True,,,
The Second Mrs. Tanqueray,1902-01-13,7446,Theatre Republic,Revival,,Play,313663,1902,,,,,,,Play,False,,True,,,
David Garrick,1902-12-02,5794,Garden Theatre,Revival,,Play,313664,1902,,,,,,,Play,False,,True,,,
The Professor's Love Story,1902-12-02,5794,Garden Theatre,Revival,,Play,313665,1902,,,,,,,Play,False,,True,,,
The Middleman,1902-12-02,5794,Garden Theatre,Revival,,Play,313666,1902,,,,,,,Play,False,,True,,,
All For Her,1902-12-02,5794,Garden Theatre,Revival,,Play,313667,1902,,,,,,,Play,False,,True,,,
Not Guilty,1902-11-17,7557,Star Theatre,,,Unknown,313948,1902,,,,,,,Unknown,False,,,,,
Humming Birds and Onions,1902-11-06,7487,Weber and Fields' Music Hall,Original Production,,Musical,314470,1902,,,,,,,Musical,False,,False,,,
The Night of the Party,1902-10-06,7586,Princess Theatre,Original Production,,Play,314471,1902,,80,,,,,Play,False,,False,,,
The Stubbornness of Geraldine,1902-11-03,7524,Garrick Theatre,Original Production,,Play,314472,1902,,64,,,,,Play,False,,False,,,
The Crisis,1902-11-17,7566,Chickering Hall,Original Production,,Play,314473,1902,,50,,,,,Play,False,,False,,,
The Mummy and the Humming Bird,1902-09-04,7233,Empire Theatre,Original Production,,Play,314990,1902,,85,,,,,Play,False,,False,,,
Iris,1902-09-23,5271,Criterion Center Stage Right,Original Production,,Play,314991,1902,,77,,,,,Play,False,,False,,,
The Two Schools,1902-09-30,7363,Hoyt's Theatre,Original Production,,Play,314992,1902,,56,,,,,Play,False,,False,,,
The Sword of the King,1902-10-06,7566,Chickering Hall,Original Production,,Play,314993,1902,,48,,,,,Play,False,,False,,,
An American Invasion,1902-10-20,5783,Bijou Theatre,Original Production,,Play,314994,1902,,24,,,,,Play,False,,False,,,
The Joy of Living,1902-10-23,5794,Garden Theatre,Original Production,,Play,314995,1902,,19,,,,,Play,False,,False,,,
The Children of Kings,1902-11-03,7292,Herald Square Theatre,Original Production,,Play,314996,1902,,14,,,,,Play,False,,False,,,
Among Those Present,1902-11-10,5794,Garden Theatre,Original Production,,Play,314997,1902,,22,,,,,Play,False,,False,,,
The Only Way,1902-10-20,7292,Herald Square Theatre,Revival,,Play,314998,1902,,14,,,,,Play,False,,True,,,
His Excellency the Governor,1902-10-20,7524,Garrick Theatre,,,Play,314999,1902,,16,,,,,Play,False,,,,,
La Citta Morta,1902-11-04,7480,Victoria Theatre,,,Play,315000,1902,,2,,,,,Play,False,,,,,
La Gioconda,1902-11-04,7480,Victoria Theatre,,,Unknown,315001,1902,,3,,,,,Unknown,False,,,,,
Francesca da Rimini,1902-11-04,7480,Victoria Theatre,,,Unknown,315002,1902,,5,,,,,Unknown,False,,,,,
Robert Emmet,1902-08-18,7090,Haverly's 14th Street Theatre,Original Production,,Play,315452,1902,,80,,,,,Play,False,,False,,,
Soldiers of Fortune,1902-08-30,7528,Savoy Theatre,Original Production,,Play,315453,1902,,41,,,,,Play,False,,False,,,
Hearts Aflame,1902-09-08,5783,Bijou Theatre,Original Production,,Play,315454,1902,,48,,,,,Play,False,,False,,,
There's Many a Slip,1902-09-15,7524,Garrick Theatre,Original Production,,Play,315455,1902,,20,,,,,Play,False,,False,,,
Aunt Jeannie,1902-09-16,5794,Garden Theatre,Original Production,,Play,315456,1902,,21,,,,,Play,False,,False,,,
A Rose o' Plymouth-town,1902-09-29,7468,Manhattan Theatre,Original Production,,,315457,1902,,21,,,,,,False,,False,,,
The Second Mrs. Tanqueray,1902-10-08,5794,Garden Theatre,Revival,,Play,315458,1902,,15,,,,,Play,False,,True,,,
Quincy Adams Sawyer,1902-08-07,5339,Academy of Music,Original Production,,Play,315739,1902,,36,,,,,Play,False,,False,,,
The New Clown,1902-08-25,7524,Garrick Theatre,Original Production,,Play,315740,1902,,40,,,,,Play,False,,False,,,
Captain Molly,1902-09-08,7468,Manhattan Theatre,Original Production,,Play,315741,1902,,21,,,,,Play,False,,False,,,
David Harum,1902-09-08,5271,Criterion Center Stage Right,Revival,,Play,315742,1902,,16,,,,,Play,False,,True,,,
Divorcons,1902-05-26,7468,Manhattan Theatre,Revival,,Play,316324,1902,,24,,,,,Play,False,,True,,,
Little Italy,1902-05-26,7468,Manhattan Theatre,Revival,,Play,316325,1902,,24,,,,,Play,False,,True,,,
The Hunchback,1902-06-02,7524,Garrick Theatre,Revival,,Play,316326,1902,,4,,,,,Play,False,,True,,,
Frou-Frou,1902-06-05,7524,Garrick Theatre,,,,316327,1902,,4,,,,,,False,,,,,
Everyman,1902-10-12,7391,Mendelssohn Hall,Original Production,,,316842,1902,,75,,,,,,False,,False,,,
The Diplomat,1902-03-20,7363,Hoyt's Theatre,Original Production,,Play,316851,1902,,76,,,,,Play,False,,False,,,
A Modern Magdalen,1902-03-29,5783,Bijou Theatre,Original Production,,,316852,1902,,73,,,,,,False,,False,,,
Hearts Aflame,1902-05-12,7524,Garrick Theatre,Original Production,,Play,316853,1902,,8,,,,,Play,False,,False,,,
The Importance of Being Earnest,1902-04-14,7233,Empire Theatre,Revival,,Play,316854,1902,,49,,,,,Play,False,,True,,,
Tess of the D'Urbervilles,1902-05-06,7468,Manhattan Theatre,Revival,,Play,316855,1902,,20,,,,,Play,False,,True,,,
The Lady of Lyons,1902-05-19,7524,Garrick Theatre,Revival,,Play,316856,1902,,8,,,,,Play,False,,True,,,
Her Lord and Master,1902-02-24,7468,Manhattan Theatre,Original Production,,Play,317299,1902,,69,,,,,Play,False,,False,,,
The Twin Sister,1902-03-03,7233,Empire Theatre,Original Production,,Play,317300,1902,,48,,,,,Play,False,,False,,,
Sky Farm,1902-03-17,7524,Garrick Theatre,Original Production,,Play,317301,1902,,48,,,,,Play,False,,False,,,
Life,1902-03-31,5794,Garden Theatre,Original Production,,Play,317302,1902,,7,,,,,Play,False,,False,,,
The Last Appeal,1902-04-14,7566,Chickering Hall,Original Production,,Play,317303,1902,,24,,,,,Play,False,,False,,,
As You Like It,1902-02-27,7446,Theatre Republic,Revival,,Play,317304,1902,,60,,,,,Play,False,,True,,,
Notre Dame,1902-02-26,7561,Daly's Theatre,Original Production,,Play,317343,1902,,45,,,,,Play,False,,False,,,
The Girl with the Green Eyes,1902-12-25,7528,Savoy Theatre,Original Production,,Play,317778,1902,,108,,,,,Play,False,,False,,,
On the Quiet,1902-02-10,7363,Hoyt's Theatre,Original Production,,Play,317783,1902,,40,,,,,Play,False,,False,,,
Frocks and Frills,1902-01-07,7561,Daly's Theatre,Original Production,,Play,317832,1902,,64,,,,,Play,False,,False,,,
The Stickiness of Gelatine,1902-12-18,7487,Weber and Fields' Music Hall,Original Production,,Musical,318192,1902,,,,,,,Musical,False,,False,,,
Mary of Magdala,1902-11-12,7468,Manhattan Theatre,Original Production,,Play,318193,1902,,105,,,,,Play,False,,False,,,
The Eternal City,1902-11-17,7480,Victoria Theatre,Original Production,,Play,318194,1902,,92,,,,,Play,False,,False,,,
The Cavalier,1902-12-08,5271,Criterion Center Stage Right,Original Production,,Play,318195,1902,,70,,,,,Play,False,,False,,,
The Way of the World,1902-01-01,7528,Savoy Theatre,Original Production,,Play,318204,1902,,48,,,,,Play,False,,False,,,
Lady Margaret,1902-01-27,5783,Bijou Theatre,Original Production,,Play,318205,1902,,32,,,,,Play,False,,False,,,
Garrett O'Magh,1902-01-27,7090,Haverly's 14th Street Theatre,Original Production,,Play,318206,1902,,24,,,,,Play,False,,False,,,
Hon. John Grigsby,1902-01-28,7468,Manhattan Theatre,Original Production,,Play,318207,1902,,27,,,,,Play,False,,False,,,
Joan o' the Shoals,1902-02-03,7446,Theatre Republic,Original Production,,Play,318208,1902,,8,,,,,Play,False,,False,,,
The Ninety and Nine,1902-10-07,5339,Academy of Music,Original Production,,Play,318718,1902,,128,,,,,Play,False,,False,,,
Imprudence,1902-11-17,7233,Empire Theatre,Original Production,,Play,318719,1902,,66,,,,,Play,False,,False,,,
Audrey,1902-11-24,7363,Hoyt's Theatre,Original Production,,Play,318720,1902,,44,,,,,Play,False,,False,,,
The Altar of Friendship,1902-12-01,5300,Knickerbocker Theatre,Original Production,,Play,318721,1902,,50,,,,,Play,False,,False,,,
Heidelberg,1902-12-15,7586,Princess Theatre,Original Production,,Play,318722,1902,,40,,,,,Play,False,,False,,,
Julius Caesar,1902-12-01,7292,Herald Square Theatre,Revival,,Play,318724,1902,,50,,,,,Play,False,,True,,,
Hamlet,1902-12-30,5794,Garden Theatre,Revival,,Play,318725,1902,,32,,,,,Play,False,,True,,,
Du Barry,1902-09-29,7447,The Old Belasco Theatre,,,Play,318726,1902,,63,,,,,Play,False,,,,,
The Head Waiters,1902-01-20,5720,Grand Opera House,Original Production,,Musical,318836,1902,1902-01-25,8,,,,,Musical,False,,False,,,
The Hall of Fame,1902-02-05,5331,New York Theatre,Original Production,,Musical,318838,1902,1902-06-04,137,,,,,Musical,False,,False,,,
Soldiers of Fortune,1902-03-17,7528,Savoy Theatre,Original Production,,Play,318842,1902,1902-05-31,88,,,,,Play,False,,False,,,
Weary Willie Walker,1902-04-28,7557,Star Theatre,Original Production,,Musical,318844,1902,1902-05-03,8,,,,,Musical,False,,False,,,
King Highball,1902-09-06,5331,New York Theatre,Original Production,,Musical,318851,1902,1902-10-04,33,,,,,Musical,False,,False,,,
The Doings of Mrs. Dooley,1902-09-22,5720,Grand Opera House,Original Production,,Musical,318854,1902,1902-11-22,16,,,,,Musical,False,,False,,,
Old Limerick Town,1902-10-27,7090,Haverly's 14th Street Theatre,Original Production,,Play,318857,1902,1902-12-13,56,,,,,Play,False,,False,,,
The Cross-ways,1902-12-29,7524,Garrick Theatre,Original Production,,Play,318861,1902,1903-01-17,24,,,,,Play,False,,False,,,
Pelleas and Melisande,1902-01-28,7480,Victoria Theatre,Revival,,Play,319211,1902,1902-01-30,,,,,,Play,False,,True,,,
The School for Scandal,1902-01-31,7566,Chickering Hall,Revival,,Play,319212,1902,1902-01-31,1,,,,,Play,False,,True,,,
Les Cloches De Corneville,1902-04-21,7480,Victoria Theatre,Revival,,Musical,319214,1902,1902-04-26,8,,,,,Musical,False,,True,,,
A Doll's House,1902-05-21,7468,Manhattan Theatre,Revival,,Play,319215,1902,1902-05-21,1,,,,,Play,False,,True,,,
A Doll's House,1902-05-30,7468,Manhattan Theatre,Revival,,Play,319216,1902,1902-05-30,1,,,,,Play,False,,True,,,
The Belle of Broadway,1902-03-15,7070,Winter Garden Theatre,Original Production,1.0,Musical,3447,1902,,17,,,,,Musical,False,,False,,,
The Billionaire,1902-12-29,5346,Daly's Theatre,Original Production,1.0,Musical,3521,1902,,112,,,,,Musical,False,,False,,,
The Chaperons,1902-06-05,5331,New York Theatre,Original Production,1.0,Musical,3922,1902,,60,,,,,Musical,False,,False,,,
A Chinese Honeymoon,1902-06-02,7167,Casino Theatre,Original Production,1.0,Musical,3974,1902,1903-05-01,364,,,,,Musical,False,,False,,False,False
A Country Girl,1902-09-22,5346,Daly's Theatre,Original Production,1.0,Musical,4125,1902,1902-12-27,112,"A Country Girl, or, Town and Country Life (full title)",,,,Musical,False,,False,,,
The Defender,1902-07-03,7292,Herald Square Theatre,Original Production,1.0,Musical,4221,1902,,60,,,,,Musical,False,,False,,,
Dolly Varden,1902-01-27,7292,Herald Square Theatre,Original Production,1.0,Musical,4288,1902,,163,,,,,Musical,False,,False,,,
